Road Temp Monitoring Program V1.0
회 사 명 : (주)레도
작성일자 : 2021년 07월 13일 18:08:20


날짜/시간 	 #1대기온도 	 #1대기습도 	 #1물체온도
2021-07-13 20:42:34:864	24.5	66.6	24.8
2021-07-13 20:42:35:871	24.5	66.6	24.8
2021-07-13 20:42:36:861	24.5	66.6	24.8
2021-07-13 20:42:37:867	24.5	66.6	24.8
2021-07-13 20:42:38:873	24.5	66.6	24.8
2021-07-13 20:42:39:873	24.5	66.6	24.8
2021-07-13 20:42:40:862	24.5	66.6	24.8
2021-07-13 20:42:41:867	24.5	66.6	24.7
2021-07-13 20:42:42:860	24.5	66.6	24.7
2021-07-13 20:42:43:866	24.5	66.6	24.7
2021-07-13 20:42:44:859	24.5	66.6	24.7
2021-07-13 20:42:45:858	24.5	66.6	24.8
2021-07-13 20:42:46:859	24.5	66.6	24.8
2021-07-13 20:42:47:869	24.5	66.6	24.8
2021-07-13 20:42:48:862	24.5	66.6	24.8
2021-07-13 20:42:49:866	24.5	66.6	24.8
2021-07-13 20:42:50:868	24.5	66.6	24.8
2021-07-13 20:42:51:858	24.5	66.6	24.9
2021-07-13 20:42:52:866	24.5	66.6	24.9
2021-07-13 20:42:53:858	24.5	66.6	24.9
2021-07-13 20:42:54:849	24.5	66.6	24.9
2021-07-13 20:42:55:866	24.5	66.6	24.8
2021-07-13 20:42:56:860	24.5	66.6	24.8
2021-07-13 20:42:57:869	24.5	66.6	24.8
2021-07-13 20:42:58:862	24.5	66.6	24.8
2021-07-13 20:42:59:869	24.5	66.6	24.8
2021-07-13 20:43:00:862	24.5	66.6	24.8
2021-07-13 20:43:01:870	24.5	66.6	24.7
2021-07-13 20:43:02:859	24.5	66.6	24.8
2021-07-13 20:43:03:867	24.5	66.6	24.8
2021-07-13 20:43:04:871	24.5	66.6	24.8
2021-07-13 20:43:05:860	24.5	66.6	24.8
2021-07-13 20:43:06:867	24.5	66.6	24.8
2021-07-13 20:43:07:859	24.5	66.6	24.7
2021-07-13 20:43:08:853	24.5	66.6	24.7
2021-07-13 20:43:09:858	24.5	66.6	24.7
2021-07-13 20:43:10:852	24.5	66.6	24.7
2021-07-13 20:43:11:860	24.5	66.6	24.7
2021-07-13 20:43:12:852	24.5	66.6	24.7
2021-07-13 20:43:13:859	24.5	66.6	24.7
2021-07-13 20:43:14:866	24.5	66.6	24.7
2021-07-13 20:43:15:875	24.5	66.6	24.7
2021-07-13 20:43:16:867	24.5	66.6	24.7
2021-07-13 20:43:17:882	24.5	66.6	24.8
2021-07-13 20:43:18:888	24.5	66.6	24.8
2021-07-13 20:43:19:878	24.5	66.6	24.8
2021-07-13 20:43:20:883	24.5	66.6	24.8
2021-07-13 20:43:21:883	24.5	66.6	24.8
2021-07-13 20:43:22:886	24.5	66.6	24.8
2021-07-13 20:43:23:879	24.5	66.6	24.7
2021-07-13 20:43:24:871	24.5	66.6	24.7
2021-07-13 20:43:25:860	24.5	66.6	24.7
2021-07-13 20:43:26:870	24.5	66.6	24.7
2021-07-13 20:43:27:861	24.5	66.6	24.7
2021-07-13 20:43:28:884	24.5	66.6	24.7
2021-07-13 20:43:29:890	24.5	66.6	24.8
2021-07-13 20:43:30:875	24.5	66.6	24.8
2021-07-13 20:43:31:886	24.5	66.6	24.8
2021-07-13 20:43:32:873	24.5	66.6	24.8
2021-07-13 20:43:33:873	24.5	66.6	24.8
2021-07-13 20:43:34:873	24.5	66.6	24.8
2021-07-13 20:43:35:866	24.5	66.6	24.7
2021-07-13 20:43:36:872	24.5	66.6	24.7
2021-07-13 20:43:37:866	24.5	66.6	24.7
2021-07-13 20:43:38:872	24.5	66.6	24.7
2021-07-13 20:43:39:880	24.5	66.6	24.7
2021-07-13 20:43:40:873	24.5	66.6	24.7
2021-07-13 20:43:41:864	24.5	66.6	24.7
2021-07-13 20:43:42:872	24.5	66.6	24.7
2021-07-13 20:43:43:880	24.5	66.6	24.7
2021-07-13 20:43:44:871	24.5	66.6	24.7
2021-07-13 20:43:45:880	24.5	66.6	24.7
2021-07-13 20:43:46:880	24.5	66.6	24.8
2021-07-13 20:43:47:881	24.5	66.6	24.8
2021-07-13 20:43:48:876	24.5	66.6	24.8
2021-07-13 20:43:49:866	24.5	66.6	24.7
2021-07-13 20:43:50:874	24.5	66.6	24.7
2021-07-13 20:43:51:866	24.5	66.6	24.7
2021-07-13 20:43:52:876	24.5	66.6	24.7
2021-07-13 20:43:53:882	24.5	66.6	24.7
2021-07-13 20:43:54:875	24.5	66.6	24.7
2021-07-13 20:43:55:866	24.5	66.6	24.7
2021-07-13 20:43:56:873	24.5	66.6	24.7
2021-07-13 20:43:57:881	24.5	66.6	24.7
2021-07-13 20:43:58:887	24.5	66.6	24.8
2021-07-13 20:43:59:875	24.5	66.6	24.8
2021-07-13 20:44:00:875	24.5	66.6	24.8
2021-07-13 20:44:01:879	24.5	66.6	24.8
2021-07-13 20:44:02:878	24.5	66.6	24.8
2021-07-13 20:44:03:876	24.5	66.6	24.8
2021-07-13 20:44:04:866	24.5	66.6	24.7
2021-07-13 20:44:05:874	24.5	66.6	24.7
2021-07-13 20:44:06:866	24.5	66.6	24.7
2021-07-13 20:44:07:874	24.5	66.6	24.7
2021-07-13 20:44:08:877	24.5	66.6	24.8
2021-07-13 20:44:09:880	24.5	66.6	24.8
2021-07-13 20:44:10:879	24.5	66.6	24.8
2021-07-13 20:44:11:870	24.5	66.6	24.7
2021-07-13 20:44:12:878	24.5	66.6	24.7
2021-07-13 20:44:13:871	24.5	66.6	24.7
2021-07-13 20:44:14:879	24.5	66.5	24.7
2021-07-13 20:44:15:871	24.5	66.5	24.7
2021-07-13 20:44:16:879	24.5	66.5	24.7
2021-07-13 20:44:17:870	24.5	66.5	24.7
2021-07-13 20:44:18:893	24.5	66.5	24.7
2021-07-13 20:44:19:884	24.5	66.5	24.7
2021-07-13 20:44:20:893	24.5	66.4	24.7
2021-07-13 20:44:21:885	24.5	66.4	24.8
2021-07-13 20:44:22:894	24.5	66.4	24.7
2021-07-13 20:44:23:889	24.5	66.4	24.7
2021-07-13 20:44:24:876	24.5	66.3	24.7
2021-07-13 20:44:25:884	24.5	66.3	24.7
2021-07-13 20:44:26:892	24.5	66.3	24.7
2021-07-13 20:44:27:885	24.5	66.3	24.7
2021-07-13 20:44:28:891	24.5	66.2	24.7
2021-07-13 20:44:29:884	24.5	66.2	24.7
2021-07-13 20:44:30:874	24.5	66.2	24.7
2021-07-13 20:44:31:883	24.5	66.2	24.7
2021-07-13 20:44:32:892	24.5	66.2	24.7
2021-07-13 20:44:33:882	24.5	66.2	24.7
2021-07-13 20:44:34:891	24.5	66.2	24.7
2021-07-13 20:44:35:898	24.5	66.2	24.7
2021-07-13 20:44:36:891	24.5	66.2	24.6
2021-07-13 20:44:37:883	24.5	66.2	24.7
2021-07-13 20:44:38:889	24.5	66.2	24.7
2021-07-13 20:44:39:898	24.5	66.2	24.7
2021-07-13 20:44:40:890	24.5	66.2	24.7
2021-07-13 20:44:41:881	24.5	66.2	24.7
2021-07-13 20:44:42:890	24.5	66.2	24.7
2021-07-13 20:44:43:897	24.5	66.2	24.7
2021-07-13 20:44:44:888	24.5	66.2	24.7
2021-07-13 20:44:45:897	24.5	66.2	24.7
2021-07-13 20:44:46:888	24.5	66.2	24.7
2021-07-13 20:44:47:880	24.5	66.2	24.7
2021-07-13 20:44:48:904	24.5	66.2	24.7
2021-07-13 20:44:49:879	24.5	66.2	24.7
2021-07-13 20:44:50:888	24.5	66.2	24.7
2021-07-13 20:44:51:879	24.5	66.2	24.7
2021-07-13 20:44:52:887	24.5	66.2	24.7
2021-07-13 20:44:53:880	24.5	66.2	24.7
2021-07-13 20:44:54:887	24.5	66.2	24.7
2021-07-13 20:44:55:896	24.5	66.2	24.7
2021-07-13 20:44:56:901	24.5	66.2	24.8
2021-07-13 20:44:57:891	24.5	66.2	24.8
2021-07-13 20:44:58:894	24.5	66.2	24.8
2021-07-13 20:44:59:886	24.5	66.2	24.7
2021-07-13 20:45:00:893	24.5	66.2	24.7
2021-07-13 20:45:01:885	24.5	66.2	24.7
2021-07-13 20:45:02:893	24.5	66.2	24.7
2021-07-13 20:45:03:897	24.5	66.2	24.8
2021-07-13 20:45:04:920	24.5	66.2	24.8
2021-07-13 20:45:05:914	24.5	66.2	24.8
2021-07-13 20:45:06:915	24.5	66.2	24.8
2021-07-13 20:45:07:909	24.5	66.2	24.8
2021-07-13 20:45:08:899	24.5	66.1	24.7
2021-07-13 20:45:09:909	24.5	66.1	24.7
2021-07-13 20:45:10:916	24.5	66.1	24.7
2021-07-13 20:45:11:924	24.5	66.1	24.7
2021-07-13 20:45:12:914	24.5	66.1	24.7
2021-07-13 20:45:13:907	24.5	66.1	24.7
2021-07-13 20:45:14:914	24.5	66.1	24.7
2021-07-13 20:45:15:922	24.5	66.1	24.7
2021-07-13 20:45:16:915	24.5	66.1	24.7
2021-07-13 20:45:17:924	24.5	66.1	24.7
2021-07-13 20:45:18:931	24.5	66	24.7
2021-07-13 20:45:19:923	24.5	66	24.7
2021-07-13 20:45:20:915	24.5	66	24.7
2021-07-13 20:45:21:923	24.5	66	24.7
2021-07-13 20:45:22:929	24.5	66	24.7
2021-07-13 20:45:23:937	24.5	66	24.8
2021-07-13 20:45:24:930	24.5	66	24.8
2021-07-13 20:45:25:938	24.5	66	24.8
2021-07-13 20:45:26:929	24.5	66	24.7
2021-07-13 20:45:27:937	24.5	66	24.7
2021-07-13 20:45:28:945	24.5	66	24.7
2021-07-13 20:45:29:937	24.5	66	24.7
2021-07-13 20:45:30:927	24.5	65.9	24.7
2021-07-13 20:45:31:937	24.5	65.9	24.7
2021-07-13 20:45:32:928	24.5	65.9	24.7
2021-07-13 20:45:33:935	24.5	65.9	24.6
2021-07-13 20:45:34:928	24.5	65.9	24.7
2021-07-13 20:45:35:935	24.5	65.9	24.7
2021-07-13 20:45:36:943	24.5	65.8	24.7
2021-07-13 20:45:37:948	24.5	65.8	24.6
2021-07-13 20:45:38:923	24.5	65.7	24.7
2021-07-13 20:45:39:930	24.5	65.7	24.7
2021-07-13 20:45:41:913	24.5	65.6	24.7
2021-07-13 20:45:44:938	24.5	65.4	24.7
2021-07-13 20:45:45:930	24.5	65.4	24.7
2021-07-13 20:45:46:952	24.5	65.4	24.7
2021-07-13 20:45:47:961	24.5	65.4	24.7
2021-07-13 20:45:48:953	24.5	65.3	24.7
2021-07-13 20:45:49:962	24.5	65.3	24.7
2021-07-13 20:45:50:952	24.5	65.2	24.7
2021-07-13 20:45:51:942	24.5	65.2	24.7
2021-07-13 20:45:52:952	24.5	65.1	24.7
2021-07-13 20:45:53:953	24.5	65.1	24.6
2021-07-13 20:45:54:960	24.5	65.1	24.6
2021-07-13 20:45:55:951	24.5	65.1	24.7
2021-07-13 20:45:56:945	24.5	65	24.7
2021-07-13 20:45:57:952	24.5	65	24.7
2021-07-13 20:45:58:954	24.5	64.9	24.6
2021-07-13 20:45:59:960	24.5	64.9	24.7
2021-07-13 20:46:00:953	24.5	64.9	24.7
2021-07-13 20:46:01:944	24.5	64.9	24.7
2021-07-13 20:46:02:951	24.5	64.8	24.7
2021-07-13 20:46:03:959	24.5	64.8	24.7
2021-07-13 20:46:04:953	24.5	64.7	24.6
2021-07-13 20:46:05:958	24.5	64.7	24.6
2021-07-13 20:46:06:951	24.5	64.6	24.6
2021-07-13 20:46:07:942	24.5	64.6	24.6
2021-07-13 20:46:08:950	24.5	64.6	24.6
2021-07-13 20:46:09:959	24.5	64.6	24.6
2021-07-13 20:46:10:950	24.5	64.5	24.6
2021-07-13 20:46:11:958	24.5	64.5	24.6
2021-07-13 20:46:12:950	24.5	64.4	24.6
2021-07-13 20:46:13:942	24.5	64.4	24.6
2021-07-13 20:46:14:950	24.5	64.4	24.6
2021-07-13 20:46:15:941	24.5	64.4	24.6
2021-07-13 20:46:16:964	24.5	64.3	24.6
2021-07-13 20:46:17:951	24.5	64.3	24.6
2021-07-13 20:46:18:960	24.5	64.3	24.6
2021-07-13 20:46:19:955	24.5	64.3	24.6
2021-07-13 20:46:20:951	24.5	64.2	24.6
2021-07-13 20:46:21:967	24.5	64.2	24.6
2021-07-13 20:46:22:995	24.5	64.2	24.6
2021-07-13 20:46:23:969	24.5	64.2	24.6
2021-07-13 20:46:24:971	24.5	64.1	24.6
2021-07-13 20:46:25:975	24.5	64.1	24.6
2021-07-13 20:46:26:975	24.5	64	24.6
2021-07-13 20:46:27:968	24.5	64	24.7
2021-07-13 20:46:28:970	24.5	64	24.7
2021-07-13 20:46:29:966	24.5	64	24.7
2021-07-13 20:46:30:975	24.5	63.9	24.6
2021-07-13 20:46:31:967	24.5	63.9	24.6
